行 ID, 订单 ID, 订单日期, 邮寄方式, 客户 ID, 客户名称, 细分, 城市, 省/自治区, 国家, 地区, 产品 ID, 类别, 子类别, 产品名称, 销售额, 数量, 折扣, 利润
6374.0, CN-2018-5278404, 43200.0, 标准级, 俞毅-12520, 俞毅, 消费者, 黄石, 湖北, 中国, 中南, 办公用-信封-10004832, 办公用品, 信封, GlobeWeis 搭扣信封, 红色, 159.44, 10.0, 0.0, 42.56
6375.0, CN-2019-5359666, 43638.0, 标准级, 唐安-10240, 唐安, 消费者, 天津, 天津, 中国, 华北, 家具-书架-10000631, 家具, 书架, Dania 古典书架, 金属, 3862.7200000000003, 10.0, 0.0, 421.12
6376.0, CN-2016-5339863, 42448.0, 二级, 林谦-19285, 林谦, 消费者, 杭州, 浙江, 中国, 华东, 技术-设备-10002958, 技术, 设备, 柯尼卡 喷墨打印机, 耐用, 5301.808, 14.0, 0.37, 701.5680000000002
6377.0, CN-2018-1123287, 43455.0, 标准级, 毛丽-16225, 毛丽美, 公司, 苏州, 江苏, 中国, 华东, 办公用-收纳-10003456, 办公用品, 收纳具, Eldon 文件车, 单宽度, 1824.88, 11.0, 0.0, 716.1
6378.0, CN-2019-4713954, 43769.0, 标准级, 万虹-13900, 万虹, 消费者, 贵溪, 江西, 中国, 华东, 技术-电话-10004015, 技术, 电话, 思科 充电器, 全尺寸, 3079.84, 9.0, 0.0, 335.02
6379.0, CN-2018-4815290, 43380.0, 当日, 贺舟-11425, 贺舟, 消费者, 唐山, 河北, 中国, 华北, 技术-电话-10000938, 技术, 电话, 苹果 耳机, 混合尺寸, 1099.54, 11.0, 0.0, 244.86
6380.0, CN-2019-1344410, 43758.0, 标准级, 孟珊-19885, 孟珊, 公司, 唐山, 河北, 中国, 华北, 技术-复印-10004582, 技术, 复印机, 夏普 复印机, 红色, 6686.799999999998, 14.0, 0.0, 0.0
6381.0, CN-2019-1344410, 43758.0, 标准级, 孟珊-19885, 孟珊, 公司, 唐山, 河北, 中国, 华北, 办公用-用品-10003154, 办公用品, 用品, Acme 剪刀, 蓝色, 271.44, 10.0, 0.0, 26.040000000000003
6382.0, US-2019-3988119, 43737.0, 标准级, 刘明-18295, 刘明, 公司, 宜昌, 湖北, 中国, 中南, 办公用-系固-10001943, 办公用品, 系固件, Stockwell 夹子, 每包 12 个, 190.744, 11.0, 0.37, -31.41600000000001
6383.0, US-2019-3988119, 43737.0, 标准级, 刘明-18295, 刘明, 公司, 宜昌, 湖北, 中国, 中南, 办公用-美术-10002247, 办公用品, 美术, BIC 记号笔, 整包, 58.919999999999995, 9.0, 0.8, -61.18000000000001
6384.0, CN-2018-2062805, 43443.0, 一级, 陶博-10570, 陶博, 消费者, 大连, 辽宁, 中国, 东北, 办公用-信封-10001318, 办公用品, 信封, GlobeWeis 搭扣信封, 回收, 155.79999999999998, 11.0, 0.0, 18.06
6385.0, CN-2018-2062805, 43443.0, 一级, 陶博-10570, 陶博, 消费者, 大连, 辽宁, 中国, 东北, 家具-用具-10000234, 家具, 用具, Tenex 灯泡, 优质, 132.27999999999997, 10.0, 0.37, -41.16
6389.0, CN-2018-1698598, 43172.0, 当日, 付涛-21160, 付涛, 公司, 南宫, 河北, 中国, 华北, 办公用-用品-10000245, 办公用品, 用品, Fiskars 大剪刀, 钢, 473.03999999999996, 10.0, 0.0, 83.16000000000001
6390.0, CN-2019-2810282, 43711.0, 二级, 戴武-21910, 戴武, 消费者, 宁海, 山东, 中国, 华东, 办公用-纸张-10001319, 办公用品, 纸张, Eaton 令, 回收, 280.96000000000004, 10.0, 0.0, 113.39999999999999
6391.0, CN-2019-2810282, 43711.0, 二级, 戴武-21910, 戴武, 消费者, 宁海, 山东, 中国, 华东, 办公用-标签-10004317, 办公用品, 标签, Novimex 圆形标签, 耐用, 158.32, 12.0, 0.0, 45.919999999999995
6392.0, CN-2019-2810282, 43711.0, 二级, 戴武-21910, 戴武, 消费者, 宁海, 山东, 中国, 华东, 技术-复印-10000413, 技术, 复印机, Hewlett 传真复印机, 红色, 3600.64, 12.0, 0.0, 356.16
6393.0, US-2019-2477297, 43533.0, 标准级, 陈翠-11755, 陈翠, 消费者, 上海, 上海, 中国, 华东, 家具-书架-10004173, 家具, 书架, Bush 搁架, 金属, 9594.880000000001, 20.0, 0.0, 4779.6
6394.0, US-2019-2477297, 43533.0, 标准级, 陈翠-11755, 陈翠, 消费者, 上海, 上海, 中国, 华东, 家具-椅子-10003748, 家具, 椅子, Harbour Creations 折叠椅, 红色, 2774.92, 14.0, 0.0, 1150.8
6395.0, CN-2019-2911207, 43761.0, 标准级, 常盛-20305, 常盛, 消费者, 南昌, 江西, 中国, 华东, 办公用-纸张-10004573, 办公用品, 纸张, Enermax 信纸, 多色, 939.5200000000001, 12.0, 0.0, 35.84
6396.0, CN-2017-2271818, 42904.0, 二级, 贾柏-18910, 贾柏, 小型企业, 枣庄, 山东, 中国, 华东, 办公用-美术-10004520, 办公用品, 美术, Stanley 速写本, 金属, 1739.76, 16.0, 0.0, 682.0799999999999
6397.0, CN-2017-2271818, 42904.0, 二级, 贾柏-18910, 贾柏, 小型企业, 枣庄, 山东, 中国, 华东, 办公用-美术-10003943, 办公用品, 美术, BIC 铅笔刀, 混合尺寸, 484.6599999999999, 11.0, 0.0, 99.12
6398.0, CN-2017-2271818, 42904.0, 二级, 贾柏-18910, 贾柏, 小型企业, 枣庄, 山东, 中国, 华东, 技术-配件-10004265, 技术, 配件, Enermax 键盘, 耐用, 814.9200000000001, 10.0, 0.0, 234.07999999999998
6399.0, CN-2019-2306215, 43663.0, 二级, 徐虹-13840, 徐虹, 公司, 抚顺, 辽宁, 中国, 东北, 办公用-装订-10001736, 办公用品, 装订机, Cardinal 标签, 回收, 183.352, 15.0, 0.37, 24.891999999999996
6400.0, US-2019-5495957, 43618.0, 标准级, 毛刚-13165, 毛刚, 消费者, 启东, 江苏, 中国, 华东, 家具-用具-10003344, 家具, 用具, Advantus 闹钟, 耐用, 711.88, 13.0, 0.37, -68.32000000000005
6401.0, US-2019-5495957, 43618.0, 标准级, 毛刚-13165, 毛刚, 消费者, 启东, 江苏, 中国, 华东, 家具-椅子-10000374, 家具, 椅子, Harbour Creations 椅垫, 可调, 1076.8600000000001, 13.0, 0.37, 104.15999999999997
6402.0, US-2019-5495957, 43618.0, 标准级, 毛刚-13165, 毛刚, 消费者, 启东, 江苏, 中国, 华东, 办公用-纸张-10001831, 办公用品, 纸张, SanDisk 令, 优质, 451.05999999999995, 11.0, 0.0, 116.75999999999999
6403.0, US-2016-1187433, 42693.0, 标准级, 赖虎-14035, 赖虎, 公司, 内江, 四川, 中国, 西南, 技术-设备-10001508, 技术, 设备, 爱普生 喷墨打印机, 白色, 1751.128, 10.0, 0.37, -1030.5120000000002
6404.0, US-2016-1187433, 42693.0, 标准级, 赖虎-14035, 赖虎, 公司, 内江, 四川, 中国, 西南, 办公用-系固-10003755, 办公用品, 系固件, OIC 回形针, 整包, 155.21199999999996, 11.0, 0.37, -0.16799999999999216
6405.0, CN-2019-3182727, 43575.0, 当日, 薛婷-21070, 薛婷, 消费者, 吉林市, 吉林, 中国, 东北, 办公用-装订-10000287, 办公用品, 装订机, Wilson Jones 孔加固材料, 实惠, 76.28, 10.0, 0.0, 10.08
6406.0, CN-2019-3182727, 43575.0, 当日, 薛婷-21070, 薛婷, 消费者, 吉林市, 吉林, 中国, 东北, 家具-书架-10001766, 家具, 书架, Bush 书库, 黑色, 5153.38, 11.0, 0.0, 2149.98
6407.0, CN-2019-5146329, 43667.0, 一级, 林关-15625, 林关茵, 消费者, 邓州, 河南, 中国, 中南, 技术-复印-10001211, 技术, 复印机, 夏普 墨水, 彩色, 3557.8, 14.0, 0.0, 1268.4
6408.0, CN-2016-1141510, 42535.0, 标准级, 范娜-18445, 范娜, 小型企业, 淮南, 安徽, 中国, 华东, 办公用-信封-10001500, 办公用品, 信封, Ames 外皮和封条, 银色, 526.1, 13.0, 0.0, 34.3
6409.0, CN-2019-2444005, 43747.0, 一级, 林丹-11980, 林丹, 消费者, 东胜, 内蒙古, 中国, 华北, 办公用-标签-10000069, 办公用品, 标签, Novimex 文件夹标签, 红色, 109.32, 10.0, 0.0, 31.360000000000003
6410.0, CN-2019-2444005, 43747.0, 一级, 林丹-11980, 林丹, 消费者, 东胜, 内蒙古, 中国, 华北, 办公用-纸张-10002857, 办公用品, 纸张, SanDisk 令, 多色, 1053.1999999999998, 15.0, 0.0, 438.06
6411.0, CN-2019-2444005, 43747.0, 一级, 林丹-11980, 林丹, 消费者, 东胜, 内蒙古, 中国, 华北, 技术-设备-10003635, 技术, 设备, StarTech 打印机, 耐用, 2186.836, 11.0, 0.37, -1148.364
6412.0, CN-2019-2444005, 43747.0, 一级, 林丹-11980, 林丹, 消费者, 东胜, 内蒙古, 中国, 华北, 家具-桌子-10002272, 家具, 桌子, Barricks 培训桌, 黑色, 2410.64, 12.0, 0.6, -3386.8799999999997
6415.0, US-2017-4988987, 42810.0, 一级, 洪梦-18205, 洪梦, 公司, 沈阳, 辽宁, 中国, 东北, 家具-书架-10004771, 家具, 书架, 宜家 搁架, 传统, 3849.616, 16.0, 0.37, -254.4640000000004
6416.0, CN-2018-5027699, 43384.0, 标准级, 徐婵-11005, 徐婵, 小型企业, 开封, 河南, 中国, 中南, 技术-配件-10002107, 技术, 配件, 贝尔金 闪存驱动器, 实惠, 425.44, 10.0, 0.0, 50.68
6417.0, CN-2019-4597424, 43682.0, 二级, 巩嘉-14500, 巩嘉丽, 消费者, 成都, 四川, 中国, 西南, 家具-椅子-10001287, 家具, 椅子, Hon 摇椅, 黑色, 1110.796, 11.0, 0.37, -502.824
6418.0, CN-2019-4597424, 43682.0, 二级, 巩嘉-14500, 巩嘉丽, 消费者, 成都, 四川, 中国, 西南, 家具-书架-10004927, 家具, 书架, Bush 书架, 金属, 3132.843999999999, 17.0, 0.37, 257.5440000000003
6419.0, CN-2019-4597424, 43682.0, 二级, 巩嘉-14500, 巩嘉丽, 消费者, 成都, 四川, 中国, 西南, 办公用-美术-10000951, 办公用品, 美术, Sanford 钢笔, 整包, 65.836, 11.0, 0.8, -108.44400000000002
6420.0, CN-2019-4597424, 43682.0, 二级, 巩嘉-14500, 巩嘉丽, 消费者, 成都, 四川, 中国, 西南, 家具-桌子-10002607, 家具, 桌子, Bevis 木桌, 黑色, 1030.0720000000001, 9.0, 0.6, -1145.508
6421.0, CN-2016-1969167, 42460.0, 标准级, 贺兰-15685, 贺兰, 公司, 韶关, 广东, 中国, 中南, 办公用-收纳-10004384, 办公用品, 收纳具, Smead 锁柜, 金属, 2798.86, 11.0, 0.0, 1299.48
6422.0, CN-2018-1658434, 43433.0, 二级, 罗霖-17530, 罗霖, 消费者, 聊城, 山东, 中国, 华东, 办公用-收纳-10002418, 办公用品, 收纳具, Rogers 盒, 金属, 571.6, 13.0, 0.0, 198.79999999999998
6423.0, CN-2018-5007229, 43444.0, 标准级, 葛彩-10660, 葛彩, 消费者, 铜仁, 贵州, 中国, 西南, 家具-椅子-10002321, 家具, 椅子, Novimex 椅垫, 可调, 583.0799999999999, 10.0, 0.0, 257.88
6424.0, CN-2018-1300278, 43382.0, 标准级, 贺平-19105, 贺平, 消费者, 漳州, 福建, 中国, 华东, 技术-电话-10000498, 技术, 电话, 苹果 信号增强器, 蓝色, 1309.4, 10.0, 0.0, 586.6
6425.0, CN-2016-1313540, 42571.0, 标准级, 严珑-17890, 严珑, 小型企业, 唐山, 河北, 中国, 华北, 家具-椅子-10001132, 家具, 椅子, Hon 椅垫, 黑色, 529.5999999999999, 10.0, 0.0, 79.24000000000001
6426.0, CN-2016-1313540, 42571.0, 标准级, 严珑-17890, 严珑, 小型企业, 唐山, 河北, 中国, 华北, 技术-复印-10000801, 技术, 复印机, Hewlett 传真机, 每套两件, 6005.84, 12.0, 0.0, 238.56
6427.0, CN-2017-3139690, 42949.0, 标准级, 涂珑-17875, 涂珑, 小型企业, 济宁, 山东, 中国, 华东, 办公用-器具-10001435, 办公用品, 器具, KitchenAid 烤面包机, 银色, 1640.64, 12.0, 0.0, 674.24
6428.0, CN-2019-2883758, 43597.0, 标准级, 顾君-15220, 顾君, 公司, 汕头, 广东, 中国, 中南, 家具-椅子-10003144, 家具, 椅子, Harbour Creations 扶手椅, 黑色, 5970.867999999999, 11.0, 0.1, 1978.788
6429.0, CN-2019-2883758, 43597.0, 标准级, 顾君-15220, 顾君, 公司, 汕头, 广东, 中国, 中南, 家具-书架-10000557, 家具, 书架, Sauder 搁架, 金属, 4561.6, 13.0, 0.0, 633.5000000000001
6430.0, CN-2019-2883758, 43597.0, 标准级, 顾君-15220, 顾君, 公司, 汕头, 广东, 中国, 中南, 办公用-标签-10000574, 办公用品, 标签, Harbour Creations 运输标签, 红色, 139.28, 10.0, 0.0, 21.0
6431.0, CN-2019-2883758, 43597.0, 标准级, 顾君-15220, 顾君, 公司, 汕头, 广东, 中国, 中南, 办公用-纸张-10004938, 办公用品, 纸张, SanDisk 信纸, 回收, 710.62, 11.0, 0.0, 67.62
6432.0, US-2019-5353587, 43618.0, 标准级, 叶立-16615, 叶立勤, 公司, 太原, 山西, 中国, 华北, 办公用-信封-10003369, 办公用品, 信封, GlobeWeis 局间信封, 回收, 904.24, 12.0, 0.0, 304.08
6433.0, US-2019-5353587, 43618.0, 标准级, 叶立-16615, 叶立勤, 公司, 太原, 山西, 中国, 华北, 办公用-美术-10001370, 办公用品, 美术, Stanley 记号笔, 金属, 362.43999999999994, 11.0, 0.0, 6.300000000000001
6434.0, US-2019-5353587, 43618.0, 标准级, 叶立-16615, 叶立勤, 公司, 太原, 山西, 中国, 华北, 技术-电话-10004636, 技术, 电话, 摩托罗拉 音频基座, 全尺寸, 3294.3199999999997, 12.0, 0.0, 1043.28
6435.0, US-2019-5353587, 43618.0, 标准级, 叶立-16615, 叶立勤, 公司, 太原, 山西, 中国, 华北, 办公用-系固-10003701, 办公用品, 系固件, Stockwell 图钉, 混合尺寸, 231.67999999999998, 12.0, 0.0, 15.680000000000001
6436.0, CN-2017-4992845, 42822.0, 标准级, 郝壁-10420, 郝壁, 公司, 合肥, 安徽, 中国, 华东, 办公用-系固-10004460, 办公用品, 系固件, Advantus 订书钉, 金属, 341.44, 14.0, 0.0, 89.03999999999999
6437.0, CN-2017-4992845, 42822.0, 标准级, 郝壁-10420, 郝壁, 公司, 合肥, 安徽, 中国, 华东, 技术-设备-10001343, 技术, 设备, 松下 喷墨打印机, 白色, 5830.000000000001, 12.0, 0.0, 1912.3999999999999
6438.0, CN-2016-5844177, 42530.0, 一级, 佘巧-19480, 佘巧, 消费者, 上海, 上海, 中国, 华东, 家具-椅子-10001902, 家具, 椅子, SAFCO 沙滩椅, 黑色, 1569.6599999999999, 15.0, 0.0, 60.76
6439.0, CN-2016-5844177, 42530.0, 一级, 佘巧-19480, 佘巧, 消费者, 上海, 上海, 中国, 华东, 家具-椅子-10000951, 家具, 椅子, Hon 椅垫, 红色, 1070.5600000000002, 12.0, 0.0, 310.8
6440.0, US-2017-1300278, 42977.0, 标准级, 常崆-15505, 常崆, 消费者, 兰西, 黑龙江, 中国, 东北, 技术-设备-10002994, 技术, 设备, 柯尼卡 收据打印机, 多色, 1175.0, 10.0, 0.0, 91.28
6441.0, CN-2016-5835982, 42535.0, 一级, 巩荣-19735, 巩荣, 消费者, 天津, 天津, 中国, 华北, 家具-椅子-10000989, 家具, 椅子, Office Star 摇椅, 每套两件, 2706.3199999999997, 12.0, 0.0, 80.08
6442.0, CN-2016-5835982, 42535.0, 一级, 巩荣-19735, 巩荣, 消费者, 天津, 天津, 中国, 华北, 办公用-信封-10001526, 办公用品, 信封, GlobeWeis 外皮和封条, 回收, 128.22, 9.0, 0.0, 4.62
6443.0, CN-2018-1436231, 43433.0, 标准级, 邵鹏-19075, 邵鹏, 消费者, 江都, 江苏, 中国, 华东, 办公用-信封-10004984, 办公用品, 信封, Jiffy 邮寄品, 红色, 983.9000000000001, 13.0, 0.0, 303.8
6444.0, CN-2018-1436231, 43433.0, 标准级, 邵鹏-19075, 邵鹏, 消费者, 江都, 江苏, 中国, 华东, 办公用-美术-10004417, 办公用品, 美术, Binney & Smith 画布, 混合尺寸, 237.61599999999993, 12.0, 0.8, -794.304
6445.0, US-2017-3436770, 43027.0, 一级, 余德-12100, 余德, 小型企业, 武汉, 湖北, 中国, 中南, 办公用-用品-10004822, 办公用品, 用品, Acme 剪刀, 钢, 173.104, 10.0, 0.37, -7.056000000000012
6446.0, CN-2019-2306215, 43645.0, 标准级, 郝柏-18940, 郝柏, 消费者, 太原, 山西, 中国, 华北, 家具-椅子-10001287, 家具, 椅子, Hon 摇椅, 黑色, 1230.44, 10.0, 0.0, 143.36
6447.0, CN-2017-4356406, 42922.0, 标准级, 周诚-11275, 周诚, 公司, 张掖, 甘肃, 中国, 西北, 家具-椅子-10004774, 家具, 椅子, SAFCO 摇椅, 可调, 803.44, 10.0, 0.37, -25.760000000000105
6450.0, CN-2016-3690158, 42719.0, 标准级, 谢丽-17635, 谢丽雪, 公司, 大同, 山西, 中国, 华北, 技术-复印-10004864, 技术, 复印机, Hewlett 传真机, 红色, 4487.68, 11.0, 0.0, 1647.6599999999999
6451.0, CN-2016-3690158, 42719.0, 标准级, 谢丽-17635, 谢丽雪, 公司, 大同, 山西, 中国, 华北, 办公用-用品-10004353, 办公用品, 用品, Elite 开信刀, 工业, 303.91999999999996, 10.0, 0.0, 118.72
6452.0, CN-2016-3690158, 42719.0, 标准级, 谢丽-17635, 谢丽雪, 公司, 大同, 山西, 中国, 华北, 家具-用具-10004087, 家具, 用具, Eldon 门挡, 耐用, 474.44, 10.0, 0.0, 140.84
6453.0, CN-2016-3690158, 42719.0, 标准级, 谢丽-17635, 谢丽雪, 公司, 大同, 山西, 中国, 华北, 办公用-收纳-10000198, 办公用品, 收纳具, Rogers 盒, 工业, 262.20000000000005, 10.0, 0.0, 63.839999999999996
6454.0, CN-2016-3690158, 42719.0, 标准级, 谢丽-17635, 谢丽雪, 公司, 大同, 山西, 中国, 华北, 家具-书架-10003232, 家具, 书架, 宜家 书库, 黑色, 10246.72, 14.0, 0.0, 408.24
6455.0, CN-2016-3690158, 42719.0, 标准级, 谢丽-17635, 谢丽雪, 公司, 大同, 山西, 中国, 华北, 家具-用具-10004087, 家具, 用具, Eldon 门挡, 耐用, 2456.42, 19.0, 0.0, 774.62
6456.0, US-2016-4676940, 42688.0, 标准级, 郝惠-14380, 郝惠, 消费者, 成都, 四川, 中国, 西南, 办公用-用品-10000039, 办公用品, 用品, Acme 尺子, 工业, 239.29600000000002, 12.0, 0.37, -41.10400000000001
6457.0, CN-2019-1574908, 43494.0, 标准级, 彭琼-19645, 彭琼, 公司, 邯郸, 河北, 中国, 华北, 家具-书架-10003011, 家具, 书架, Sauder 书架, 黑色, 2799.84, 12.0, 0.0, 1244.32
6463.0, CN-2017-4433229, 42961.0, 标准级, 罗婵-10960, 罗婵, 消费者, 抚顺, 辽宁, 中国, 东北, 技术-配件-10000459, 技术, 配件, Memorex 路由器, 实惠, 3480.94, 13.0, 0.37, -230.15999999999985
6464.0, CN-2019-5598912, 43697.0, 标准级, 马惠-14335, 马惠英, 公司, 天津, 天津, 中国, 华北, 家具-书架-10004330, 家具, 书架, Safco 书架, 黑色, 3541.7, 13.0, 0.0, 210.0
6465.0, CN-2019-5360498, 43607.0, 标准级, 徐健-14590, 徐健, 公司, 山城, 山东, 中国, 华东, 家具-书架-10002576, 家具, 书架, Sauder 古典书架, 传统, 8172.4800000000005, 12.0, 0.0, 2034.48
6466.0, CN-2019-5533473, 43480.0, 二级, 贾君-15160, 贾君, 消费者, 重庆, 重庆, 中国, 西南, 技术-电话-10002053, 技术, 电话, 思科 耳机, 全尺寸, 2127.7, 13.0, 0.0, 753.1999999999999
6467.0, CN-2019-5533473, 43480.0, 二级, 贾君-15160, 贾君, 消费者, 重庆, 重庆, 中国, 西南, 办公用-用品-10002717, 办公用品, 用品, Fiskars 剪刀, 蓝色, 790.5600000000001, 15.0, 0.0, 90.16000000000001
6468.0, CN-2019-5533473, 43480.0, 二级, 贾君-15160, 贾君, 消费者, 重庆, 重庆, 中国, 西南, 家具-用具-10002670, 家具, 用具, Tenex 门挡, 黑色, 648.46, 11.0, 0.0, 300.72
6469.0, CN-2018-2642546, 43362.0, 标准级, 施梦-18235, 施梦, 公司, 岳阳, 湖南, 中国, 中南, 办公用-装订-10000419, 办公用品, 装订机, Cardinal 订书机, 耐用, 751.7800000000002, 11.0, 0.0, 351.53999999999996
6470.0, CN-2018-2642546, 43362.0, 标准级, 施梦-18235, 施梦, 公司, 岳阳, 湖南, 中国, 中南, 办公用-器具-10002060, 办公用品, 器具, Hamilton Beach 咖啡研磨机, 银色, 236.57999999999998, 9.0, 0.0, 18.2
6471.0, US-2018-3739147, 43429.0, 标准级, 贾保-10300, 贾保, 公司, 肃州, 甘肃, 中国, 西北, 办公用-美术-10001467, 办公用品, 美术, Boston 速写本, 蓝色, 124.71999999999997, 10.0, 0.8, -340.2
6472.0, US-2018-3739147, 43429.0, 标准级, 贾保-10300, 贾保, 公司, 肃州, 甘肃, 中国, 西北, 办公用-美术-10003726, 办公用品, 美术, Boston 钢笔, 蓝色, 100.35999999999999, 13.0, 0.8, -219.24
6473.0, CN-2018-4448319, 43389.0, 标准级, 柯巧-19465, 柯巧, 小型企业, 榆林, 陕西, 中国, 西北, 办公用-纸张-10003137, 办公用品, 纸张, SanDisk 羊皮纸, 优质, 657.8399999999999, 16.0, 0.0, 155.67999999999998
6474.0, CN-2017-4769676, 42761.0, 一级, 李雯-21730, 李雯, 小型企业, 天津, 天津, 中国, 华北, 办公用-收纳-10000793, 办公用品, 收纳具, Smead 锁柜, 单宽度, 2812.2999999999997, 11.0, 0.0, 222.18
6475.0, CN-2018-4856468, 43184.0, 标准级, 黄磊-16000, 黄磊, 消费者, 晋城, 山西, 中国, 华北, 办公用-信封-10001614, 办公用品, 信封, Cameo 搭扣信封, 红色, 216.7, 11.0, 0.0, 89.46000000000001
6476.0, CN-2018-4856468, 43184.0, 标准级, 黄磊-16000, 黄磊, 消费者, 晋城, 山西, 中国, 华北, 办公用-信封-10001656, 办公用品, 信封, Cameo 外皮和封条, 红色, 263.03999999999996, 10.0, 0.0, 45.64
6477.0, CN-2018-4856468, 43184.0, 标准级, 黄磊-16000, 黄磊, 消费者, 晋城, 山西, 中国, 华北, 技术-电话-10003206, 技术, 电话, 诺基亚 音频基座, 全尺寸, 2386.42, 11.0, 0.0, 517.44
6478.0, CN-2018-4856468, 43184.0, 标准级, 黄磊-16000, 黄磊, 消费者, 晋城, 山西, 中国, 华北, 家具-椅子-10004718, 家具, 椅子, Novimex 折叠椅, 红色, 801.48, 10.0, 0.0, 30.520000000000003
6479.0, US-2018-2877300, 43243.0, 标准级, 余晨-11230, 余晨, 消费者, 桂平, 广西, 中国, 中南, 家具-椅子-10002286, 家具, 椅子, SAFCO 椅垫, 红色, 285.244, 9.0, 0.1, 30.603999999999992
