行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润,
4234, CN-2018-3028018,43290,43294, 标准级, 范谙-18760, 范谙, 消费者, 杭州, 浙江, 中国, 华东, 办公用-装订-10004617, 办公用品, 装订机, Avery 打孔机, 回收,192.088,10,0.37,-92.232
4235, CN-2019-2662386,43635,43638, 二级, 陈昌-11035, 陈昌, 消费者, 蓬莱, 山东, 中国, 华东, 办公用-纸张-10001323, 办公用品, 纸张, SanDisk 计划信息表, 多色,975.92,16,0,357.28
4236, CN-2019-2662386,43635,43638, 二级, 陈昌-11035, 陈昌, 消费者, 蓬莱, 山东, 中国, 华东, 办公用-信封-10003369, 办公用品, 信封, GlobeWeis 局间信封, 回收,2862.28,21,0,988.26
4237, CN-2018-1947265,43423,43427, 二级, 潘惠-14425, 潘惠, 消费者, 呼和浩特, 内蒙古, 中国, 华北, 办公用-收纳-10002059, 办公用品, 收纳具, Tenex 搁板, 工业,2092.56,16,0,534.24
4238, CN-2019-3740832,43711,43718, 标准级, 彭博-10555, 彭博, 公司, 朗乡, 黑龙江, 中国, 东北, 办公用-信封-10003425, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 红色,467.02,11,0,181.86
4239, CN-2017-1569506,42775,42780, 标准级, 殷丽-17695, 殷丽雪, 消费者, 昆明, 云南, 中国, 西南, 办公用-系固-10004655, 办公用品, 系固件, Stockwell 夹子, 金属,299.44,11,0,132.72
4240, CN-2017-1569506,42775,42780, 标准级, 殷丽-17695, 殷丽雪, 消费者, 昆明, 云南, 中国, 西南, 家具-用具-10001878, 家具, 用具, Rubvermaid 闹钟, 黑色,1906.64,16,0,92.96
4241, CN-2016-1708265,42716,42720, 标准级, 邵黎-16420, 邵黎明, 公司, 池州, 安徽, 中国, 华东, 家具-用具-10000958, 家具, 用具, Advantus 门挡, 耐用,819.12,12,0,94.08
4242, CN-2018-1850111,43279,43282, 一级, 李谙-18775, 李谙, 小型企业, 北京, 北京, 中国, 华北, 办公用-系固-10003721, 办公用品, 系固件, Stockwell 图钉, 整包,217.96,11,0,64.26
4243, US-2018-4479623,43406,43411, 二级, 熊宣-20875, 熊宣, 消费者, 廉江, 广东, 中国, 中南, 办公用-信封-10003126, 办公用品, 信封, Ames 邮寄品, 回收,842.5,13,0,105
4244, CN-2018-4978724,43417,43424, 标准级, 陈丽-17605, 陈丽雪, 公司, 聊城, 山东, 中国, 华东, 技术-配件-10003090, 技术, 配件, Enermax 闪存驱动器, 回收,584.62,11,0,220.08
4245, CN-2018-4978724,43417,43424, 标准级, 陈丽-17605, 陈丽雪, 公司, 聊城, 山东, 中国, 华东, 办公用-用品-10000347, 办公用品, 用品, Stiletto 尺子, 锯齿状,142.08,10,0,15.96
4246, CN-2018-4978724,43417,43424, 标准级, 陈丽-17605, 陈丽雪, 公司, 聊城, 山东, 中国, 华东, 家具-桌子-10004549, 家具, 桌子, Chromcraft 会议桌, 黑色,12251.38,13,0.37,-5294.52
4247, US-2019-4482834,43521,43524, 二级, 廖保-10345, 廖保, 公司, 衢州, 浙江, 中国, 华东, 办公用-装订-10000225, 办公用品, 装订机, Cardinal 装订机盖, 透明,98.176,10,0.37,-6.664
4252, CN-2018-5486414,43363,43367, 标准级, 秦黎-16300, 秦黎明, 公司, 鄂州, 湖北, 中国, 中南, 技术-设备-10004777, 技术, 设备, StarTech 计算器, 红色,449.632,12,0.37,-159.488
4253, US-2019-4736051,43724,43730, 标准级, 牛晒-19810, 牛晒明, 小型企业, 青岛, 山东, 中国, 华东, 办公用-美术-10001414, 办公用品, 美术, Binney & Smith 记号笔, 蓝色,146.42,9,0,12.32
4254, CN-2019-5569894,43554,43558, 标准级, 曾锦-14935, 曾锦, 公司, 晋城, 山西, 中国, 华北, 家具-用具-10004104, 家具, 用具, Tenex 相框, 黑色,1243.6,13,0,266
4256, CN-2016-5667067,42471,42476, 二级, 龙婷-21115, 龙婷, 公司, 景洪, 云南, 中国, 西南, 办公用-器具-10000979, 办公用品, 器具, Cuisinart 搅拌机, 白色,1553.7,13,0,349.3
4257, CN-2016-5667067,42471,42476, 二级, 龙婷-21115, 龙婷, 公司, 景洪, 云南, 中国, 西南, 办公用-用品-10004613, 办公用品, 用品, Elite 美工刀, 工业,374.76,10,0,88.48
4258, CN-2016-5667067,42471,42476, 二级, 龙婷-21115, 龙婷, 公司, 景洪, 云南, 中国, 西南, 办公用-标签-10001238, 办公用品, 标签, Avery 合法证物标签, 耐用,417.18,15,0,110.74
4259, CN-2016-5667067,42471,42476, 二级, 龙婷-21115, 龙婷, 公司, 景洪, 云南, 中国, 西南, 家具-椅子-10002544, 家具, 椅子, SAFCO 凳子, 黑色,1578.76,10,0,246.96
4260, CN-2016-5667067,42471,42476, 二级, 龙婷-21115, 龙婷, 公司, 景洪, 云南, 中国, 西南, 家具-书架-10004416, 家具, 书架, Bush 墙角架, 黑色,1788.76,11,0,578.76
4261, CN-2016-5667067,42471,42476, 二级, 龙婷-21115, 龙婷, 公司, 景洪, 云南, 中国, 西南, 家具-书架-10003555, 家具, 书架, Sauder 柜, 金属,2359.96,11,0,1000.02
4262, CN-2017-3557528,42780,42782, 二级, 许辉-12565, 许辉, 消费者, 绍兴, 浙江, 中国, 华东, 办公用-收纳-10002935, 办公用品, 收纳具, Tenex 锁柜, 单宽度,1939.68,10,0,800.24
4263, CN-2018-3232413,43429,43433, 标准级, 方蔓-17950, 方蔓楚, 消费者, 广州, 广东, 中国, 中南, 办公用-信封-10004068, 办公用品, 信封, Ames 搭扣信封, 回收,202,14,0,23.52
4264, CN-2018-5386632,43401,43406, 标准级, 范谙-18760, 范谙, 消费者, 鸡西, 黑龙江, 中国, 东北, 技术-复印-10000302, 技术, 复印机, Hewlett 个人复印机, 每套两件,3400.3,13,0,1480.5
4265, CN-2019-5278404,43617,43621, 标准级, 李彩-10675, 李彩, 消费者, 滕州, 山东, 中国, 华东, 办公用-信封-10003240, 办公用品, 信封, Kraft 局间信封, 回收,1100.8,13,0,298.2
4266, CN-2019-5278404,43617,43621, 标准级, 李彩-10675, 李彩, 消费者, 滕州, 山东, 中国, 华东, 家具-椅子-10000341, 家具, 椅子, Office Star 椅垫, 红色,341.16,9,0,12.18
4267, CN-2019-5278404,43617,43621, 标准级, 李彩-10675, 李彩, 消费者, 滕州, 山东, 中国, 华东, 技术-电话-10002447, 技术, 电话, 苹果 信号增强器, 整包,6415.2,18,0,1467.2
4268, CN-2017-1398732,43005,43009, 二级, 袁平-19210, 袁平, 公司, 武汉, 湖北, 中国, 中南, 家具-书架-10002353, 家具, 书架, Bush 书库, 传统,2074.192,10,0.37,203.952
4269, CN-2017-1398732,43005,43009, 二级, 袁平-19210, 袁平, 公司, 武汉, 湖北, 中国, 中南, 办公用-纸张-10000928, 办公用品, 纸张, Eaton 令, 每包 12 个,320.44,10,0,91.56
4270, CN-2018-1587245,43401,43406, 标准级, 邱荷-13690, 邱荷, 消费者, 西安, 陕西, 中国, 西北, 办公用-美术-10001497, 办公用品, 美术, Sanford 荧光笔, 整包,407.8,13,0,134.4
4271, US-2016-3569049,42620,42624, 标准级, 顾莲-16975, 顾莲, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 技术-电话-10002318, 技术, 电话, 摩托罗拉 音频基座, 混合尺寸,2501.08,11,0,813.96
4272, US-2016-3569049,42620,42624, 标准级, 顾莲-16975, 顾莲, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 技术-电话-10003806, 技术, 电话, 苹果 办公室电话机, 混合尺寸,669.88,10,0,266.84
4273, CN-2017-5099065,42815,42817, 一级, 姚柏-19015, 姚柏, 消费者, 大理, 云南, 中国, 西南, 办公用-收纳-10004188, 办公用品, 收纳具, Smead 文件夹, 蓝色,197.24,10,0,66.92
4274, CN-2019-2871844,43628,43635, 标准级, 徐杰-14740, 徐杰, 公司, 平遥, 山西, 中国, 华北, 家具-椅子-10001902, 家具, 椅子, SAFCO 沙滩椅, 黑色,911.52,12,0,34.72
4275, CN-2017-5021484,42879,42883, 标准级, 曾伟-21595, 曾伟, 消费者, 上海, 上海, 中国, 华东, 家具-书架-10002501, 家具, 书架, Sauder 搁架, 白色,1873.6,10,0,386.12
4276, US-2017-2136895,42809,42814, 标准级, 何根-13225, 何根基, 公司, 池州, 安徽, 中国, 华东, 办公用-器具-10001071, 办公用品, 器具, KitchenAid 烤面包机, 红色,2821.12,15,0,390.04
4277, CN-2019-4950934,43466,43471, 标准级, 彭雯-21790, 彭雯, 消费者, 齐齐哈尔, 黑龙江, 中国, 东北, 技术-配件-10001067, 技术, 配件, 罗技 闪存驱动器, 实惠,461.14,11,0,16.8
4278, CN-2018-3237233,43194,43198, 标准级, 徐蔓-17965, 徐蔓楚, 公司, 仙桃, 湖北, 中国, 中南, 办公用-纸张-10000506, 办公用品, 纸张, Enermax 羊皮纸, 优质,249.46,11,0,77.28
4279, CN-2018-3867173,43199,43203, 标准级, 马荣-19750, 马荣, 消费者, 太原, 山西, 中国, 华北, 家具-椅子-10003924, 家具, 椅子, Novimex 扶手椅, 可调,2182.72,9,0,794.92
4280, CN-2018-3867173,43199,43203, 标准级, 马荣-19750, 马荣, 消费者, 太原, 山西, 中国, 华北, 办公用-美术-10004772, 办公用品, 美术, Stanley 钢笔, 金属,139.56,10,0,6.16
4281, US-2018-3664982,43234,43236, 二级, 白聪-11695, 白聪, 公司, 武汉, 湖北, 中国, 中南, 办公用-器具-10000088, 办公用品, 器具, Breville 搅拌机, 红色,1044.688,12,0.37,-505.792
4282, CN-2017-4162714,43011,43013, 一级, 牛惠-14410, 牛惠, 小型企业, 苏州, 江苏, 中国, 华东, 技术-复印-10000604, 技术, 复印机, 夏普 传真复印机, 彩色,1462.336,11,0.37,-214.284
4283, CN-2017-4162714,43011,43013, 一级, 牛惠-14410, 牛惠, 小型企业, 苏州, 江苏, 中国, 华东, 家具-书架-10000835, 家具, 书架, Dania 搁架, 金属,1452.004,11,0.37,-661.836
4284, CN-2017-4162714,43011,43013, 一级, 牛惠-14410, 牛惠, 小型企业, 苏州, 江苏, 中国, 华东, 办公用-美术-10002634, 办公用品, 美术, BIC 钢笔, 整包,47.58,9,0.8,-48.3
4285, CN-2019-4985754,43643,43644, 一级, 马荣-19750, 马荣, 消费者, 蒲圻, 湖北, 中国, 中南, 家具-椅子-10002994, 家具, 椅子, Office Star 折叠椅, 黑色,1033.936,12,0.37,-550.144
4286, CN-2017-5313470,42961,42963, 二级, 曹伟-21580, 曹伟, 消费者, 岳阳, 湖南, 中国, 中南, 办公用-用品-10002717, 办公用品, 用品, Fiskars 剪刀, 蓝色,358.24,11,0,38.64
4287, CN-2017-5313470,42961,42963, 二级, 曹伟-21580, 曹伟, 消费者, 岳阳, 湖南, 中国, 中南, 办公用-装订-10004453, 办公用品, 装订机, Acco 订书机, 透明,1921.2,16,0,603.68
4288, CN-2017-5313470,42961,42963, 二级, 曹伟-21580, 曹伟, 消费者, 岳阳, 湖南, 中国, 中南, 家具-书架-10004069, 家具, 书架, 宜家 书架, 金属,1742.56,11,0,16.8
4289, CN-2017-5313470,42961,42963, 二级, 曹伟-21580, 曹伟, 消费者, 岳阳, 湖南, 中国, 中南, 办公用-标签-10003583, 办公用品, 标签, Hon 圆形标签, 红色,64.24,9,0,10.78
4290, US-2019-1388500,43720,43724, 标准级, 麦德-12085, 麦德, 公司, 铜川, 陕西, 中国, 西北, 家具-椅子-10004961, 家具, 椅子, Office Star 椅垫, 可调,1627.9,13,0,749
4291, US-2019-1388500,43720,43724, 标准级, 麦德-12085, 麦德, 公司, 铜川, 陕西, 中国, 西北, 家具-书架-10004416, 家具, 书架, Bush 墙角架, 黑色,1788.76,11,0,578.76
4292, CN-2018-4141331,43136,43143, 标准级, 方惠-14350, 方惠, 消费者, 北京, 北京, 中国, 华北, 家具-书架-10001586, 家具, 书架, Dania 墙角架, 白色,1778.26,11,0,540.54
4293, CN-2018-4141331,43136,43143, 标准级, 方惠-14350, 方惠, 消费者, 北京, 北京, 中国, 华北, 家具-椅子-10004126, 家具, 椅子, Novimex 折叠椅, 黑色,1896,13,0,111.3
4294, CN-2016-5908054,42647,42652, 标准级, 邓实-20245, 邓实, 消费者, 北京, 北京, 中国, 华北, 技术-配件-10001709, 技术, 配件, Enermax 记忆卡, 回收,1604.8,11,0,596.82
4295, CN-2016-5908054,42647,42652, 标准级, 邓实-20245, 邓实, 消费者, 北京, 北京, 中国, 华北, 办公用-器具-10000037, 办公用品, 器具, Hoover 炉灶, 银色,18628.52,15,0,2416.68
4296, CN-2019-2595550,43736,43741, 二级, 殷莲-17110, 殷莲, 消费者, 西安, 陕西, 中国, 西北, 技术-电话-10003151, 技术, 电话, 三星 耳机, 混合尺寸,2518.3,15,0,272.44
4297, CN-2019-2595550,43736,43741, 二级, 殷莲-17110, 殷莲, 消费者, 西安, 陕西, 中国, 西北, 办公用-装订-10001547, 办公用品, 装订机, Ibico 孔加固材料, 回收,136.9,11,0,34.86
4299, CN-2017-4662338,42804,42808, 标准级, 郭刚-13150, 郭刚, 公司, 北京, 北京, 中国, 华北, 办公用-纸张-10004033, 办公用品, 纸张, Eaton 信纸, 多色,686.26,11,0,71.4
4300, CN-2017-3850588,43038,43040, 二级, 邓惠-14470, 邓惠, 消费者, 厦门, 福建, 中国, 华东, 办公用-装订-10000127, 办公用品, 装订机, Acco 标签, 透明,221.6,13,0,87.5
4301, CN-2017-3850588,43038,43040, 二级, 邓惠-14470, 邓惠, 消费者, 厦门, 福建, 中国, 华东, 办公用-装订-10002116, 办公用品, 装订机, Ibico 孔加固材料, 透明,244.7,15,0,29.4
4302, US-2018-1640388,43394,43399, 二级, 曹琼-19675, 曹琼, 小型企业, 盐城, 江苏, 中国, 华东, 家具-书架-10003672, 家具, 书架, Safco 书库, 传统,1125.412,9,0.37,-363.888
4303, CN-2017-5630783,42983,42988, 二级, 施黎-16435, 施黎明, 消费者, 肇庆, 广东, 中国, 中南, 办公用-用品-10001618, 办公用品, 用品, Acme 大剪刀, 蓝色,1664.72,15,0,179.34
4304, CN-2017-5630783,42983,42988, 二级, 施黎-16435, 施黎明, 消费者, 肇庆, 广东, 中国, 中南, 家具-用具-10000812, 家具, 用具, Advantus 分层置放架, 耐用,689.2,14,0,202.44
4305, CN-2017-5630783,42983,42988, 二级, 施黎-16435, 施黎明, 消费者, 肇庆, 广东, 中国, 中南, 办公用-信封-10001478, 办公用品, 信封, Cameo 邮寄品, 每套 50 个,568.24,11,0,256.2
4306, CN-2017-3216455,42900,42900, 当日, 贺立-16780, 贺立, 公司, 厦门, 福建, 中国, 华东, 办公用-信封-10002698, 办公用品, 信封, Kraft 马尼拉纸信封, 每套 50 个,652.1,13,0,216.3
4307, CN-2016-5022660,42608,42610, 二级, 余舟-11455, 余舟, 小型企业, 承德, 河北, 中国, 华北, 家具-书架-10004801, 家具, 书架, 宜家 柜, 白色,1386.96,10,0,500.36
4308, US-2016-4839636,42669,42673, 标准级, 潘谙-18820, 潘谙, 消费者, 沈阳, 辽宁, 中国, 东北, 家具-椅子-10004006, 家具, 椅子, Novimex 扶手椅, 黑色,10237.648,16,0.37,-170.912
4309, US-2016-4839636,42669,42673, 标准级, 潘谙-18820, 潘谙, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-器具-10003836, 办公用品, 器具, Hoover 咖啡研磨机, 白色,971.02,13,0.37,108.92
4310, US-2016-4839636,42669,42673, 标准级, 潘谙-18820, 潘谙, 消费者, 沈阳, 辽宁, 中国, 东北, 家具-椅子-10004899, 家具, 椅子, Hon 凳子, 每套两件,2356.6,13,0.37,-542.5
4311, US-2016-4839636,42669,42673, 标准级, 潘谙-18820, 潘谙, 消费者, 沈阳, 辽宁, 中国, 东北, 家具-用具-10003670, 家具, 用具, Rubvermaid 门挡, 一包多件,770.848,14,0.37,-37.632
4312, CN-2018-3526566,43431,43435, 标准级, 黄雯-21715, 黄雯, 小型企业, 宁阳, 山东, 中国, 华东, 办公用-纸张-10004087, 办公用品, 纸张, Eaton 计划信息表, 回收,416.48,12,0,34.16
4313, CN-2019-5181244,43474,43479, 标准级, 巩嘉-14500, 巩嘉丽, 消费者, 银川, 宁夏, 中国, 西北, 办公用-系固-10002230, 办公用品, 系固件, Stockwell 橡皮筋, 混合尺寸,99.24,9,0,27.3
4314, CN-2019-5181244,43474,43479, 标准级, 巩嘉-14500, 巩嘉丽, 消费者, 银川, 宁夏, 中国, 西北, 办公用-用品-10000222, 办公用品, 用品, Kleencut 开信刀, 蓝色,665.4,13,0,50.4
4315, CN-2016-1964482,42417,42422, 标准级, 陈嫒-10015, 陈嫒, 消费者, 长沙, 湖南, 中国, 中南, 办公用-收纳-10004747, 办公用品, 收纳具, Eldon 文件夹, 单宽度,510.28,14,0,152.04
4316, CN-2016-1122727,42587,42592, 二级, 秦乐-17710, 秦乐, 消费者, 汕头, 广东, 中国, 中南, 技术-复印-10000386, 技术, 复印机, 惠普 无线传真机, 红色,3379.16,10,0,1103.76
4317, US-2019-3266914,43596,43598, 二级, 袁德-12130, 袁德, 消费者, 贵阳, 贵州, 中国, 西南, 办公用-收纳-10003617, 办公用品, 收纳具, Tenex 文件车, 单宽度,3164.4,13,0,532
4318, CN-2017-3777715,42745,42749, 标准级, 彭欢-14230, 彭欢, 公司, 重庆, 重庆, 中国, 西南, 办公用-装订-10003947, 办公用品, 装订机, Cardinal 孔加固材料, 耐用,321.28,17,0,5.04
4319, CN-2017-3777715,42745,42749, 标准级, 彭欢-14230, 彭欢, 公司, 重庆, 重庆, 中国, 西南, 家具-用具-10002425, 家具, 用具, Advantus 闹钟, 优质,500.76,10,0,144.48
4320, CN-2017-3777715,42745,42749, 标准级, 彭欢-14230, 彭欢, 公司, 重庆, 重庆, 中国, 西南, 办公用-器具-10000176, 办公用品, 器具, Breville 烤面包机, 黑色,2876.56,16,0,624.96
4321, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 办公用-收纳-10004477, 办公用品, 收纳具, Tenex 文件夹, 金属,346.06,11,0,27.72
4322, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 办公用-收纳-10000319, 办公用品, 收纳具, Rogers 锁柜, 单宽度,3984.8,12,0,869.12
4323, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 技术-设备-10004659, 技术, 设备, 爱普生 卡片打印机, 耐用,1621.32,10,0,349.16
4324, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 家具-桌子-10004684, 家具, 桌子, Barricks 木桌, 白色,9118.6,13,0.25,-2301.6
4325, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 办公用-收纳-10004708, 办公用品, 收纳具, Fellowes 文件车, 工业,1320.04,10,0,591.36
4326, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 办公用-标签-10003944, 办公用品, 标签, Harbour Creations 圆形标签, 白色,254.5,15,0,23.52
4327, CN-2019-2872339,43568,43574, 标准级, 洪黎-16345, 洪黎明, 消费者, 南宁, 广西, 中国, 中南, 办公用-美术-10000715, 办公用品, 美术, Sanford 画布, 蓝色,411.216,10,0.2,-52.024
4328, CN-2017-3530738,42874,42878, 标准级, 毛丽-16225, 毛丽美, 公司, 淮南, 安徽, 中国, 华东, 办公用-信封-10004154, 办公用品, 信封, Ames 马尼拉纸信封, 每套 50 个,149.22,9,0,13.72
4329, CN-2017-3530738,42874,42878, 标准级, 毛丽-16225, 毛丽美, 公司, 淮南, 安徽, 中国, 华东, 办公用-信封-10004589, 办公用品, 信封, GlobeWeis 商业信封, 回收,410.6,13,0,112.7
4330, CN-2017-3530738,42874,42878, 标准级, 毛丽-16225, 毛丽美, 公司, 淮南, 安徽, 中国, 华东, 办公用-用品-10004353, 办公用品, 用品, Elite 开信刀, 工业,978.72,15,0,415.52
4331, CN-2017-3530738,42874,42878, 标准级, 毛丽-16225, 毛丽美, 公司, 淮南, 安徽, 中国, 华东, 办公用-系固-10003277, 办公用品, 系固件, Stockwell 图钉, 每包 12 个,92.66,9,0,25.2
4335, CN-2016-5386927,42557,42562, 标准级, 谭涛-21235, 谭涛, 公司, 无锡, 江苏, 中国, 华东, 办公用-标签-10002989, 办公用品, 标签, Hon 运输标签, 白色,140.12,10,0,12.6
4336, CN-2016-5386927,42557,42562, 标准级, 谭涛-21235, 谭涛, 公司, 无锡, 江苏, 中国, 华东, 办公用-系固-10003116, 办公用品, 系固件, OIC 订书钉, 每包 12 个,94.312,10,0.37,-3.248
4337, CN-2017-1826929,43053,43057, 标准级, 任灵-17560, 任灵, 小型企业, 西安, 陕西, 中国, 西北, 家具-桌子-10004634, 家具, 桌子, Hon 圆桌, 黑色,2923.096,10,0.37,144.256
